"address","geohash","s2","addr_res","gh_res","s2_res","tp"
"Toko Mangga Dua Central Mode, Jalan Kusuma No. 89, Kebumen, Kebumen, Kab. Kebumen, Jawa Tengah 54317, Indonesia","qqtur7szd2wx","5a100ba28d831637","[2,64,330,169,2158,14570,4,6,572,7,1258,4,564,4,564,4,9,564,4,10,19,8582,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,20,6,11,31,23,14,33,15,5,9,3]","[2,4,5,8,7,7,14,5,11,16,6,16,13,8,17,13,9,3]","train"
"Risol Bu Tutik, Jalan Jangkungan 1 A No. 5, /RW.8, Ngenden Jangkungan, Nginden Jangkungan, Sukolilo, Kota Surabaya, Jawa Timur 60118, Indonesia","qw8nmypm8szm","5a1d7e358cdb8853","[2,30235,183,13397,4,6,5075,41,66,7,72,4,143,11,73,4,18047,5075,4,3716,5075,4,720,4,8,61,4,10,13,4482,4,5,3,1,1,1,1]","[2,4,5,8,22,25,17,16,25,8,23,14,25,3]","[2,4,5,8,6,9,15,13,4,16,18,6,14,16,16,4,13,3]","test"
"Kedai Alif Rahman, Jalan Ahmad Yani, Langkai, Pahandut, Kota Palangka Raya, Kalimantan Tengah 73111, Indonesia","qx952mvy481c","59febc81072643a1","[2,678,5862,1282,4,6,349,317,4,1435,4,1348,4,8,435,22,4,44,19,1668,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,9,32,24,15,25,13,17,21,8,27,30,3]","[2,4,10,12,15,14,18,16,8,7,9,11,17,19,13,5,8,3]","train"
"Kandang Pitek Mualim, Jalan Dusun Gunung Tugel, Desa Curah Tulis, Curahtulis, Tongas, Kab. Probolinggo, Jawa Timur 67252, Indonesia","qw87vry9fmnt","59f63a272751f5af","[2,940,0,14203,4,6,55,89,25138,4,26,5555,4759,4,0,4,9032,4,9,456,4,10,13,10740,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,31,13,11,17,32,26,25,22,20,3]","[2,4,10,12,17,13,5,11,9,11,9,4,8,12,4,5,12,3]","train"
"Kost Mang Beben, No. 77, RT.1/RW.8, Kp Pajeleran, Kelurahan Sukahati, Cibinong, Kab. Bogor, Jawa Barat 16913, Indonesia","qqggnsmz0r40","5a0d2f838e48a08d","[2,137,1472,30178,4,7,965,4,25,11,73,4,135,16612,4,30,2492,4,327,4,9,34,4,10,12,2163,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,7,7,22,23,25,14,10,11,21,10,3]","[2,4,5,7,6,11,12,16,13,16,15,19,16,5,7,16,6,3]","train"
"Pempek Beringin, Jalan Demang Lebar, Bukit Lama, Ilir Barat I, Kota Palembang, Sumatera Selatan 30138, Indonesia","qr6rpkdssryd","5a769244d202d513","[2,4961,532,4,6,2360,477,4,104,196,4,133,12,36,4,8,102,4,21,16,5253,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,18,11,16,34,33,23,23,11,17,33,3]","[2,4,5,9,17,10,11,19,19,6,11,7,11,6,4,8,13,3]","train"
"Jalan Kukupu No. 85, RT.4/RW.7, Cibadak, Tanah Sereal, Kota Bogor, Jawa Barat 16166, Indonesia","qqgftz9zpnxw","5a0d2e3547b34643","[2,6,14724,7,1318,4,38,11,65,4,865,4,131,581,4,8,34,4,10,12,5745,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,26,20,14,32,14,16,22,9,5,3]","[2,4,5,7,6,11,15,13,4,19,9,14,13,19,17,19,13,3]","test"
"Vihara, Jalan Katamaran Permai VIII No. 21, Kapuk Muara, Penjaringan, Kota Jakarta Utara, Dki Jakarta 14460, Indonesia","qqgvjr7qucn5","5a0d29d6c82fe97f","[2,9839,4,6,26419,92,322,7,202,4,425,177,4,270,4,8,15,18,4,20,15,2256,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,13,28,11,31,4,6,30,22,24,3]","[2,4,5,7,6,11,10,6,17,18,16,11,12,15,10,9,12,3]","val"
"Perum Bukit Griya Indah, Blok A2 No. 35, Kelurahan Wargamekar, Baleendah, Kab. Bandung, Jawa Barat 40375, Indonesia","qqsxfn5pum9y","5a0d913979ee1b4f","[2,56,104,78,51,4,14,621,7,328,4,30,15396,4,569,4,9,37,4,10,12,956,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,23,9,26,22,24,16,6,25,32,17,3]","[2,4,5,7,6,10,8,13,10,9,10,15,15,8,14,19,12,3]","train"
"Hotel Marumatta, Jalan Pantai Senggigi, Senggigi, Batu Layar, Kab. Lombok Barat, Nusa Tenggara Barat (Ntb) 83355, Indonesia","qw6x8sw7j7s5","59ed8c3615cf69ad","[2,978,0,4,6,671,21714,4,21714,4,99,6612,4,9,253,12,4,114,125,12,53,152,54,14979,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,5,18,9,8,23,5,31,28,31,23,24,3]","[2,4,10,15,6,16,18,13,17,8,4,18,12,17,10,5,6,3]","train"
"Modangan Kidul, Blotongan, Sidorejo, Kota Salatiga, Jawa Tengah 50714, Indonesia","qqww3zex9nyd","5a1adf5cc091b813","[2,38144,141,4,14398,4,781,4,8,1115,4,10,19,9830,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,5,5,29,14,35,9,32,22,17,33,3]","[2,4,5,8,5,6,12,4,18,18,7,10,8,14,16,8,13,3]","train"
"Rumah Sabar Santoso, RT.21/RW.9, Dusun Trajumaya, Desa Pasunggingan, Pengadegan, Kab. Purbalingga, Jawa Tengah 53393, Indonesia","qqtvfzhdyzpy","5a101a697743d769","[2,68,4522,6390,4,776,11,94,4,55,0,4,26,0,4,3065,4,9,695,4,10,19,18929,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,20,13,26,14,12,33,17,14,16,17,3]","[2,4,5,8,7,8,5,17,10,9,9,19,13,6,9,17,10,3]","train"
"Jalan Cigondewah Rahayu No. 117, RT.4/RW.6, Kampung Mahkelung, Cigondewah Rahayu, Bandung Kulon, Kota Bandung, Jawa Barat 40215, Indonesia","qqu2rxsuje9k","5a0d99afb291f7a9","[2,6,2968,679,7,2355,4,38,11,59,4,40,0,4,2968,679,4,37,165,4,8,37,4,10,12,4633,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,6,15,11,9,23,6,28,35,32,34,3]","[2,4,5,7,6,10,10,5,12,14,11,10,8,12,9,5,10,3]","train"
"Sidomulyo, Sukosewu, Kab. Bojonegoro, Jawa Timur, Indonesia","qqxwdgs5j1b4","5a1ce35fd88cb885","[2,585,4,10605,4,9,471,4,10,13,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,9,5,33,7,23,24,28,27,19,21,3]","[2,4,5,8,18,15,13,4,12,6,16,16,18,14,16,16,4,3]","train"
"Pp Sains Salman, Jalan Buyut Ngabei, RT.2/RW.2, Dukupuntang, Dukupuntang, Kab. Cirebon, Jawa Barat 45652, Indonesia","qqv17n36k22g","5a0e110e44c104cd","[2,2670,34132,9333,4,6,4188,0,4,27,11,33,4,6454,4,6454,4,9,168,4,10,12,8340,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,13,27,31,22,29,18,34,15,15,7,3]","[2,4,5,7,15,8,8,7,15,19,19,18,8,7,19,18,6,3]","train"
"Blok C No. 39, Mekarmukti, Karangbahagia, Kab. Bekasi, Jawa Barat 17530, Indonesia","qquhnqg51563","5a0d1b08540ea6e7","[2,14,119,7,407,4,3063,4,1155,4,9,28,4,10,12,1106,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,22,4,7,24,27,24,18,29,3]","[2,4,5,7,6,8,14,7,16,4,19,7,15,5,17,15,9,3]","train"
"Salon Arafah, Jalan Alternatif Cariu, RT.7/RW.18, Kp Tegal Racak, Desa Cariu, Cariu, Kab. Bogor, Jawa Barat 16840, Indonesia","qqu4vwrth3rs","5a0d10bbea454d6d","[2,563,8740,4,6,2999,3526,4,81,11,591,4,135,124,0,4,26,3526,4,3526,4,9,34,4,10,12,6653,4,5,3,1,1,1,1,1,1,1]","[2,4,4,6,21,13,5,11,20,12,29,11,23,3]","[2,4,5,7,6,8,7,14,14,15,5,19,4,19,6,17,6,3]","train"
"Aja Kosi Salah, Jalan H Jamil No. 50, RT.5/RW.1, Desa Karangjati, Tegal Timur, Kota Tegal, Jawa Tengah 52122, Indonesia","qqv8s8e9hsyd","5a0fd90e2596be29","[2,14163,0,35567,4,6,75,7300,7,492,4,52,11,32,4,26,3714,4,124,13,4,8,124,4,10,19,7578,4,5,3,1,1,1,1,1,1,1]","[2,4,4,13,8,23,8,35,32,12,23,17,33,3]","[2,4,5,7,12,6,10,7,15,11,4,10,17,14,15,11,10,3]","train"
"Grand Nusa Indah Cluster Kennedia, Blok K13 No. 19, Setu Sari, Gandoang, Cileungsi, Kab. Bogor, Jawa Barat 16820, Indonesia","qqu57nj808rw","5a0d18763792290d","[2,205,114,51,118,0,4,14,22915,7,188,4,288,76,4,4597,4,289,4,9,34,4,10,12,486,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,31,22,28,8,10,8,11,5,3]","[2,4,5,7,6,8,16,9,17,13,9,10,11,11,10,7,6,3]","train"
"Kontrakan Hj Raif, Jalan Kh Abdul Hamid, RT.1/RW.6, Kampung Hegarmanah, Pamijahan, Kab. Bogor, Jawa Barat 16640, Indonesia","qqgcfz5593c6","5a0d32aeb0221c01","[2,96,258,0,4,6,224,500,2031,4,25,11,59,4,40,1731,4,2623,4,9,34,4,10,12,2007,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,7,30,26,14,24,24,32,29,30,18,3]","[2,4,5,7,6,13,11,5,15,14,7,11,11,8,18,7,8,3]","train"
"Lapangan Voly, Jalan Pertanian III No. 86, RT.6/RW.4, Lebak Bulus, Cilandak, Kota Jakarta Selatan, Dki Jakarta 12440, Indonesia","qqguju7j0gv1","5a0d28db9836e13b","[2,462,9990,4,6,2076,71,7,1220,4,62,11,43,4,276,1907,4,423,4,8,15,16,4,20,15,3346,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,7,6,28,6,31,28,10,7,13,27,3]","[2,4,5,7,6,11,16,6,14,10,16,13,17,15,8,13,14,3]","train"
"Jalan Satria Bambu Kuning Gang H Imam Ismail No. 8, Tenayan Raya, Kota Pekanbaru, Riau 28281, Indonesia","w205j0f9yszs","5081d106aff7a4a5","[2,6,447,377,399,17,75,818,2941,7,101,4,1217,22,4,8,151,4,50,1824,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,15,10,24,28,10,26,32,17,23,14,23,3]","[2,4,7,16,8,6,8,7,17,5,12,12,9,5,19,5,4,3]","train"
"Jalan Tapak Lebar Gang Keluarga, RT.8, Ds. Sidorejo, Lubuk Linggau Barat Dua (Ii), Kota Lubuk Linggau, Sumatera Selatan 31616, Indonesia","qr3jk80pwrvm","5a79a875d11ca39f","[2,6,7785,477,17,1539,4,108,4,173,781,4,163,422,12,169,53,176,54,4,8,163,422,4,21,16,17664,4,5,3,1,1,1,1,1,1,1]","[2,4,11,29,28,34,8,10,16,5,11,13,25,3]","[2,4,5,9,10,5,16,9,4,6,8,8,18,5,13,10,12,3]","train"
"Hotel, Jalan Setia Budi No. 130, Hegar Manah, Hegarmanah, Cidadap, Kota Bandung, Jawa Barat 40141, Indonesia","qqu8bkmvsk3v","5a0d9827e15e1771","[2,978,4,6,277,335,7,3009,4,4530,5647,4,1731,4,2214,4,8,37,4,10,12,5236,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,19,34,25,13,23,34,29,13,3]","[2,4,5,7,6,10,16,11,9,15,8,4,15,8,9,9,8,3]","test"
"Perumahan Fajar, No. 20, Baktiseraga, Buleleng, Kab. Buleleng, Bali 81119, Indonesia","qw9cf8h5k89s","59f3d455147de523","[2,24,1292,4,7,181,4,9827,4,470,4,9,470,4,77,5627,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,32,30,26,8,12,24,34,8,32,23,3]","[2,4,10,12,13,6,19,4,4,8,19,9,6,15,4,11,13,3]","train"
"Bintang Mas Konveksi Dan Bordir Dan Sablon, Jalan Sungai Saddang Baru No. 58, Ballaparang, Balla Parang, Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia","qxhftwz8ssqd","59c2e378905c0cb1","[2,864,142,2469,772,8623,772,5199,4,6,98,14207,45,7,655,4,16980,4,7935,1020,4,1190,4,8,122,4,63,16,1672,4,5,3,1,1,1,1,1]","[2,4,9,12,26,20,5,14,8,23,23,4,33,3]","[2,4,10,18,11,15,13,9,16,10,7,4,18,7,18,14,8,3]","train"
"Gasken Cafe Bar, Jalan Mumban Surbakti, Sempakata, Medan Selayang, Kota Medan, Sumatera Utara 20133, Indonesia","w0whhkx0ssgw","5078fc884eb928c3","[2,0,1069,687,4,6,0,16383,4,6845,4,46,631,4,8,46,4,21,18,6127,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,5,10,5,12,12,34,9,10,23,23,7,5,3]","[2,4,7,9,16,12,18,16,16,19,15,14,10,11,16,18,13,3]","train"
"Prumnas Talang Kelapa, Blok 3 No. 438, RT.52/RW.8, Talang Kelapa, Alang-alang Lebar, Kota Palembang, Sumatera Selatan 30153, Indonesia","qr6rq1tp4mg9","5a7692b6c1d5e62f","[2,2610,269,112,4,14,58,7,26984,4,6118,11,73,4,269,112,4,703,477,4,8,102,4,21,16,894,4,5,3,1,1,1,1,1,1,1,1]","[2,4,11,18,11,4,27,20,16,21,25,7,32,3]","[2,4,5,9,17,10,11,14,17,18,8,6,4,15,17,11,12,3]","train"
"Jalan Pemuda No. 11, RT.3/RW.6, Sawangan Baru, Sawangan, Kota Depok, Jawa Barat 16511, Indonesia","qqggte4f2wfw","5a0d2edbe04ea1fd","[2,6,967,7,128,4,31,11,59,4,442,45,4,442,4,8,67,4,10,12,2271,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,20,35,21,26,15,5,26,5,3]","[2,4,5,7,6,11,15,6,14,15,7,19,15,5,8,12,6,3]","train"
"Podomoro River View, No. 1 3, Bojong Nangka, Gunung Putri, Kab. Bogor, Jawa Barat 16963, Indonesia","qqu52mm12rw8","5a0d245f93821cd5","[2,5574,3288,1120,4,7,41,58,4,193,485,4,89,178,4,9,34,4,10,12,4145,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,24,15,25,25,27,15,11,5,8,3]","[2,4,5,7,6,11,19,4,12,10,13,16,11,8,18,6,4,3]","train"
"Mushola Al Huda, Jalan Wajasari, RT.1/RW.3, Sidomulyo, Adimulyo, Kab. Kebumen, Jawa Tengah 54363, Indonesia","qqtujqmjc22p","5a100dbb2340dcc9","[2,454,132,920,4,6,0,4,25,11,35,4,585,4,12020,4,9,564,4,10,19,14935,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,20,6,28,4,25,28,30,15,15,16,3]","[2,4,5,8,7,7,6,14,14,11,13,19,7,6,18,18,10,3]","train"
"Kost 47, Jalan Gegegrkalong Girang No. 47, RT.2/RW.6, Isola, Sukasari, Kota Bandung, Jawa Barat 40153, Indonesia","qqu8bnz31fnq","5a0d982365501d75","[2,137,533,4,6,0,1215,7,533,4,27,11,59,4,5929,4,595,4,8,37,4,10,12,4814,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,8,19,22,14,29,27,26,22,4,3]","[2,4,5,7,6,10,16,11,13,17,4,4,7,8,6,9,4,3]","train"
"Wr. Bu Darmi, Jalan Papanggo 1 D No. 11, RT.6/RW.2, Kelurahan Papanggo, Tanjung Priok, Kota Jakarta Utara, Dki Jakarta 14340, Indonesia","qquj05ugtmcm","5a0d2716833fae69","[2,6521,183,25869,4,6,2188,41,144,7,128,4,62,11,33,4,30,2188,4,57,373,4,8,15,18,4,20,15,2772,4,5,3,1,1,1,1,1]","[2,4,4,6,28,10,24,6,7,20,25,30,25,3]","[2,4,5,7,6,11,9,8,17,16,13,13,12,5,15,17,10,3]","train"
"Perumahan Bumi Serang Baru, Jalan Nana Sujana Blok E1 No. 27, Kaligandu, Serang, Kota Serang, Banten 42116, Indonesia","qqgt245knkxx","5a731ec7c8f0b4f9","[2,24,140,97,45,4,6,6789,39571,14,1118,7,262,4,5883,4,97,4,8,97,4,23,3450,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,20,15,21,24,34,22,34,9,9,3]","[2,4,5,9,13,8,15,18,9,18,16,12,7,14,19,12,10,3]","train"
"Ponpes Al Mashad Manbaul Falah, Jalan Hasanuddin Gang VI, Sampangan, Pekalongan Timur, Kota Pekalongan, Jawa Tengah 51128, Indonesia","qqvbzdmfvwr1","5a0fffddcfb1a941","[2,799,132,0,17015,1600,4,6,2853,17,226,4,5304,4,254,13,4,8,254,4,10,19,23219,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,13,19,14,33,25,26,13,5,11,27,3]","[2,4,5,7,12,12,12,6,6,18,12,14,8,5,10,19,8,3]","test"
"Jalan Slamet Riyadi Gang Kelapa Blok Iv No. 5, Kanigaran, Kanigaran, Kota Probolinggo, Jawa Timur 67213, Indonesia","qw8eb1gufnz6","59f64769984296c7","[2,6,1355,2742,17,112,14,653,7,72,4,2996,4,2996,4,8,456,4,10,13,10835,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,35,19,27,7,6,26,22,14,18,3]","[2,4,10,12,17,19,9,17,10,10,16,19,11,10,17,18,9,3]","val"
"Perumahan Grand Faris Cluster, Jalan Komaruddin Rajabasa Raya Blok B No. 14, Rajabasa Raya, Rajabasa, Kota Bandar Lampung, Lampung, Indonesia","qr4cdc3xkqq7","5a73e663a2fd7229","[2,24,205,19217,118,4,6,27282,932,22,14,87,7,164,4,932,22,4,932,4,8,116,42,4,42,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,11,21,30,33,30,29,9,34,4,4,31,3]","[2,4,5,9,13,15,17,17,13,5,11,12,6,9,11,11,10,3]","train"
"Perumahan Banten Metropolis Residence, Blok B25 No. 18, RT.21/RW.5, Tambak, Kibin, Kab. Serang, Banten 42185, Indonesia","qqgsg5933cvr","5a7320f0096462cf","[2,24,23,10277,105,4,14,12291,7,172,4,776,11,49,4,401,4,3053,4,9,97,4,23,3444,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,23,7,24,32,29,29,30,13,11,3]","[2,4,5,9,13,11,7,12,7,7,10,17,19,17,11,18,12,3]","train"
"Jalan Daarusallam III No. 17, Srengseng Sawah, Jagakarsa, Kota Jakarta Selatan, Dki Jakarta 12620, Indonesia","qqggzjbeb3ey","5a0d25fcc8b757ad","[2,6,0,71,7,161,4,1127,228,4,363,4,8,15,16,4,20,15,1895,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,14,28,19,35,19,29,35,17,3]","[2,4,5,7,6,11,4,12,18,18,16,14,9,4,9,5,6,3]","test"
"Perumahan Bali Kencana Resort I, Jalan Bali Kencana Blok A No. 6, Ungasan, Jimbaran, Kab. Badung, Bali 80363, Indonesia","qw3vudsen3yp","59f3b4d2b3e8fa55","[2,24,77,356,2804,36,4,6,77,356,14,66,7,91,4,5864,4,1373,4,9,331,4,77,1305,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,5,29,13,6,33,23,35,22,29,17,16,3]","[2,4,10,12,13,14,19,6,11,14,13,15,16,12,5,4,4,3]","train"
"Jalan Block Kelinci No. 3, RT.29/RW.14, Teluk Naga, Bojong Renged, Teluknaga, Kab. Tangerang, Banten 15512, Indonesia","qqgv6cp2p6uz","5a0cd56f5b782a59","[2,6,334,4999,7,58,4,1442,11,264,4,313,2301,4,193,7400,4,1501,4,9,29,4,23,30597,4,5,3,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,13,18,30,16,15,16,18,6,14,3]","[2,4,5,7,18,6,4,17,12,4,14,9,16,11,5,4,10,3]","train"
"Toko Sumber Rahayu, Jalan Raya Bungatan, Bungatan, Bungatan, Kab. Situbondo, Jawa Timur 68358, Indonesia","qw8gvxcpvpqt","59f6ed16feb79fbb","[2,64,230,679,4,6,22,15237,4,15237,4,15237,4,9,876,4,10,13,18090,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,5,8,7,13,9,30,16,13,16,4,20,3]","[2,4,10,12,17,15,6,8,17,12,15,14,9,10,12,14,14,3]","test"
"Komplek Kerendang, No. 39 J, RT.1/RW.4, Krendang, Tambora, Kota Jakarta Barat, Dki Jakarta 11220, Indonesia","qqgvn2e1s45v","5a0d286d6709dfb9","[2,88,27237,4,7,407,379,4,25,11,43,4,3806,4,586,4,8,15,12,4,20,15,6530,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,13,22,15,35,27,23,21,24,13,3]","[2,4,5,7,6,11,16,17,6,17,9,7,10,6,12,14,10,3]","train"
"Busuti Sayur, Puhsarang, Semen, Kab. Kediri, Jawa Timur 64161, Indonesia","qqxe7tktm74q","5a1c542fbc9cada9","[2,0,1281,4,37539,4,3845,4,9,206,4,10,13,8765,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,9,35,31,20,34,20,25,31,21,4,3]","[2,4,5,8,18,4,19,11,12,14,18,10,18,5,6,5,10,3]","train"
"Perumahan Cikande Permai, Blok H 16 No. 12a, Parigi, Cikande, Kab. Serang, Banten 42186, Indonesia","qqgss5931zp7","5a73274e74fe3a19","[2,24,964,92,4,14,75,155,7,727,4,1724,4,964,4,9,97,4,23,1715,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,23,23,24,32,29,27,14,16,31,3]","[2,4,5,9,13,11,9,19,15,9,19,12,15,13,5,8,10,3]","train"
"Nuansa Junti Residance, Blok D4, Sangkanhurip, Katapang, Kab. Bandung, Jawa Barat 40921, Indonesia","qqu2ptqxeerp","5a0d999a3cbd8e23","[2,1571,6447,1620,4,14,1457,4,3998,4,968,4,9,37,4,10,12,1497,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,15,16,20,4,9,35,35,11,16,3]","[2,4,5,7,6,10,10,10,5,13,18,14,6,16,15,11,13,3]","train"
"Bengkel Hpl Carmudi Pak Asmat, Jalan Kampung Sawah, Jatimulya, Cilodong, Kota Depok, Jawa Barat 16413, Indonesia","qqggqcm7eu6d","5a0d2581a9f071b7","[2,218,0,0,175,19820,4,6,40,228,4,1579,4,742,4,8,67,4,10,12,2227,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,4,30,25,31,35,6,18,33,3]","[2,4,5,7,6,11,4,16,8,5,10,12,7,9,8,14,9,3]","train"
"Lpk Bangkit Gedung 2, Jalan Kh Abdullah Syafei Blok A No. 24e, RT.1/RW.3, Kb. Baru, Kebon Baru, Tebet, Kota Jakarta Selatan, Dki Jakarta 12830, Indonesia","qqguxdts903b","5a0d2659a52ae625","[2,5498,13565,355,39,4,6,224,2216,11304,14,66,7,29251,4,25,11,35,4,1587,45,4,139,45,4,430,4,8,15,16,4,20,15,4212,4,5,3]","[2,4,4,7,6,9,33,20,23,32,10,29,19,3]","[2,4,5,7,6,11,17,4,10,5,4,11,5,15,17,11,4,3]","val"
"Jalan Melong Raya Gang Jeruk No. 176, Melong, Cimahi Selatan, Kota Cimahi, Jawa Barat 40534, Indonesia","qqu2xeutncke","5a0d99ad353d4ebf","[2,6,2080,22,17,238,7,5760,4,2080,4,184,16,4,8,184,4,10,12,3534,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,15,9,35,6,20,22,30,34,35,3]","[2,4,5,7,6,10,10,5,6,13,4,13,6,19,15,14,12,3]","train"
"Jalan Mawar III No. 40, /RW.6, Kali Baru, Medan Satria, Kota Bekasi, Jawa Barat 17132, Indonesia","qquhdkj2j9qx","5a0d2194962fd4b9","[2,6,390,71,7,411,4,143,11,59,4,360,45,4,46,447,4,8,28,4,10,12,3472,4,5,3,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,6,12,33,34,28,15,28,32,4,9,3]","[2,4,5,7,6,11,8,10,19,10,17,11,12,6,19,14,10,3]","val"
"Jalan Pulo Mangga No. 31, RT.2/RW.4, Kelurahan Grogol, Limo, Kota Depok, Jawa Barat 16512, Indonesia","qqggtzmtr220","5a0d2f2fbc9ecd9f","[2,6,229,330,7,316,4,27,11,43,4,30,274,4,753,4,8,67,4,10,12,1679,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,7,7,20,14,25,20,11,15,15,10,3]","[2,4,5,7,6,11,12,11,12,14,18,10,15,18,6,10,12,3]","train"
"/RW.1, Dusun Jatisari, Mantup, Kab. Lamongan, Jawa Timur 62283, Indonesia","qqxykqkngr4b","5a1d0c44e799c899","[2,143,11,32,4,55,1014,4,6741,4,9,368,4,10,13,10947,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,4,9,17,34,4,34,22,7,11,21,19,3]","[2,4,5,8,6,7,18,19,19,15,9,10,10,18,16,10,10,3]","train"
"Pertigaan, Jalan Dusun Bumirahayu, RT.4/RW.2, Kelurahan Bumiharjo, Batanghari, Kab. Lampung Timur, Lampung 34381, Indonesia","qr4fve1s31mb","5a73ee87ee875345","[2,1307,4,6,55,0,4,38,11,33,4,30,18392,4,4600,4,9,42,13,4,42,10209,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1]","[2,4,11,21,26,13,35,27,23,29,27,25,19,3]","[2,4,5,9,13,15,15,16,9,15,15,16,9,4,13,19,4,3]","train"
"Rumah Bpk Jumadi, Jalan Diponegoro, RT.1/RW.2, Dkh. Turen, Carangrejo, Sampung, Kab. Ponorogo, Jawa Timur 63454, Indonesia","qqx5q9jxhggc","5a1c8724fdceee9b","[2,68,603,17472,4,6,935,4,25,11,33,4,14453,2802,4,29171,4,10364,4,9,515,4,10,13,14941,4,5,3,1,1,1,1,1,1,1,1,1]","[2,4,4,9,24,4,32,28,9,12,7,7,30,3]","[2,4,5,8,18,16,9,11,19,12,6,18,15,15,15,10,14,3]","train"
"Perumahan Wisma Asri Cibening, Blok C3a No. 20, RT.2/RW.8, Taman Sari, Setu, Kab. Bekasi, Jawa Barat 17320, Indonesia","qqu5u5m4u8pk","5a0d18fe1ca0794f","[2,24,537,106,2449,4,14,24279,7,181,4,27,11,73,4,111,76,4,288,4,9,28,4,10,12,736,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,6,24,6,24,25,21,6,8,16,34,3]","[2,4,5,7,6,8,16,12,15,8,18,5,7,9,10,19,12,3]","train"
"Masjid Al Ikhlas, Jalan Sawah No. 66, RT.1/RW.2, Kampung, Mekarjaya, Ciomas, Kab. Bogor, Jawa Barat 16610, Indonesia","qqgfmg9gyk9b","5a0d31d5a088e293","[2,107,132,1013,4,6,228,7,856,4,25,11,33,4,40,4,1869,4,602,4,9,34,4,10,12,787,4,5,3,1,1,1,1,1,1,1,1]","[2,4,4,7,26,25,7,32,7,17,34,32,19,3]","[2,4,5,7,6,13,8,6,4,5,7,16,16,15,11,10,13,3]","train"
